IdSucursal,IdComercio,IdBandera,banderaDescripcion,comercioRazonSocial,provincia,localidad,dirección,lat,lng,sucursalNombre,sucursalTipo
15-1-319,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,Colon,"Cl San Martin 680",-32.22527130,-58.14545690,"319 - Colon","Supermercado"
15-1-32,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Chilavert 6570",-34.68717110,-58.47698570,"32 - Villa Riachuelo","Autoservicio"
15-1-320,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,Nogoya,"Cl  Caseros 1200",-32.39711600,-59.79215100,"320 - Nogoya","Autoservicio"
15-1-321,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Charcas 2725",-34.59459340,-58.40534990,"321 - Recoleta","Autoservicio"
15-1-322,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Diaz Velez 4458",-34.60874040,-58.42992190,"322 - Almagro","Autoservicio"
15-1-323,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,Victoria,"Cl 9 De Julio Y Peron 150",-32.62202450,-60.15707020,"323 - Victoria","Autoservicio"
15-1-324,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Amenabar 2369",-34.56062530,-58.46070810,"324 - Belgrano","Autoservicio"
15-1-325,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Rosario Del Tala","Cl Ramirez 21",-32.30179800,-59.13883600,"325 - Rosario Del Tala","Autoservicio"
15-1-326,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Villa San Jose","Cl Sarmiento 1665",-32.21476110,-58.22202740,"326 - Villa San Jose","Autoservicio"
15-1-327,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Villa Elisa","Cl J.J. Castelli 1444",-32.16007300,-58.40291300,"327 - Villa Elisa","Autoservicio"
15-1-33,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Suarez 495",-34.63587310,-58.36031330,"33 - La Boca","Autoservicio"
15-1-336,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Esquiu 1001",-34.65170900,-58.41803000,"336 - Pompeya","Autoservicio"
15-1-337,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Dr.Ricardo Balbin 2902",-34.56009650,-58.47141630,"337 - Coghlan","Autoservicio"
15-1-338,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Jose C. Paz","Gellyy Obes 4926",-34.52289400,-58.75127800,"338 - Jose C. Paz","Autoservicio"
15-1-339,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Lima 1457",-34.62537670,-58.38230110,"339 - Constitucion","Autoservicio"
15-1-34,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Nogoya 3235",-34.60409320,-58.49391290,"34 - Villa Del Parque","Autoservicio"
15-1-342,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,CaÃ±uelas,"Av Libertad 1256",-35.05092900,-58.76488740,"342 - CaÃ±uelas","Autoservicio"
15-1-344,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Corrientes 3534",-34.60398580,-58.41488500,"344 - Almagro","Autoservicio"
15-1-346,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Gallo 1201",-34.59623530,-58.41159560,"346 - Recoleta","Autoservicio"
15-1-347,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Eva Peron 5887",-34.66325630,-58.48873870,"347 - Mataderos","Autoservicio"
15-1-348,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  General Paz 674",-34.64117000,-58.52899300,"348 - Liniers","Autoservicio"
15-1-349,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Humberto Primero 1696",-34.62145990,-58.38995760,"349 - San Cristobal","Autoservicio"
15-1-35,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Boedo 875",-34.62358720,-58.41627560,"35 - Boedo","Autoservicio"
15-1-350,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Alvarez Thomas 849",-34.57945050,-58.45418890,"350 - Colegiales","Autoservicio"
15-1-352,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Bernardo De Irigoyen 1518",-34.62633870,-58.37891870,"352 - Constitucion","Autoservicio"
15-1-353,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Gral Pinto","Adolfo Alsina 540",-34.76489600,-61.89281800,"353 - Gral Pinto","Autoservicio"
15-1-354,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av De Los Incas 4355",-34.58035700,-58.47299300,"354 - Villa Ortuzar","Autoservicio"
15-1-355,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Rivadavia 3050",-34.61023500,-58.40961800,"355 - Balvanera","Autoservicio"
15-1-356,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Francisco Fernandez De La Cruz 3596",-34.66439780,-58.44895910,"356 - Villa Soldati","Autoservicio"
15-1-357,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Iriarte 2262",-34.64940460,-58.37912340,"357 - Barracas","Autoservicio"
15-1-358,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Eva Peron 4139",-34.65105400,-58.47128340,"358 - Parque Avellaneda","Autoservicio"
15-1-359,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cordoba 4085",-34.59715770,-58.42461630,"359 - Palermo","Autoservicio"
15-1-36,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Jose Maria Moreno 779",-34.62776600,-58.43389660,"36 - Caballito","Autoservicio"
15-1-360,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Reg.De Patricios 1214",-34.64124890,-58.36907410,"360 - Barracas","Autoservicio"
15-1-361,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Almirante Brown 803",-34.63204340,-58.36084480,"361 - La Boca","Autoservicio"
15-1-362,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Scalabrini Ortiz 81",-34.60153340,-58.44139930,"362 - Villa Crespo","Autoservicio"
15-1-363,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","San Jose 1818",-34.63016600,-58.38559080,"363 - Constitucion","Autoservicio"
15-1-364,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av De Los Constituyentes 6047",-34.57181540,-58.50597480,"364 - Villa Urquiza","Autoservicio"
15-1-365,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Del Carril Salvador M. 2424",-34.58737450,-58.49279660,"365 - Villa Pueyrredon","Autoservicio"
15-1-366,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Olazabal 4832",-34.57501950,-58.48331730,"366 - Villa Urquiza","Autoservicio"
15-1-367,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,America,"San Martin 156",-35.48775900,-62.97508600,"367 - America","Autoservicio"
15-1-368,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cobo 1477",-34.64243710,-58.43589170,"368 - Parque Chacabuco","Autoservicio"
15-1-369,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Juan B.Alberdi 2859",-34.62269460,-58.43155650,"369 - Flores","Autoservicio"
15-1-37,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Vicente Lopez","Cl Rawson 3773",-34.49781830,-58.48926850,"37 - Vicente Lopez","Autoservicio"
15-1-370,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  La Plata 1976",-34.63777380,-58.42413460,"370 - Boedo","Autoservicio"
15-1-371,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Tte.Gral.Donato Alvarez 1532",-34.60918240,-58.46181770,"371 - Villa General Mitre","Autoservicio"
15-1-375,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cabildo 3140",-34.55320620,-58.46474210,"375 - NuÃ±ez","Autoservicio"
15-1-377,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Intendente Francisco Rabanal 2261",-34.65947820,-58.42864010,"377 - Villa Soldati","Autoservicio"
15-1-378,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Ortega Y Gassete Jose 1786",-34.56983850,-58.43227320,"378 - Palermo","Autoservicio"
15-1-379,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Lope De Vega 1155",-34.62862140,-58.50585490,"379 - Velez Sarsfield","Autoservicio"
15-1-380,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Juan B. Justo 2540",-34.59443260,-58.44381750,"380 - Villa Crespo","Autoservicio"
15-1-381,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Pedernera 280",-34.63256990,-58.46272880,"381 - Flores","Autoservicio"
15-1-382,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Guayaquil 264",-34.61996150,-58.43236370,"382 - Caballito","Autoservicio"
15-1-383,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Rivadavia 8378",-34.63376950,-58.48165730,"383 - Velez Sarsfield","Autoservicio"
15-1-384,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Pueyrredon 576",-34.60365150,-58.40523400,"384 - Balvanera","Autoservicio"
15-1-386,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Montiel 3829",-34.67646260,-58.49339660,"386 - Villa Lugano","Autoservicio"
15-1-387,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Olivera 1268",-34.65307440,-58.48141340,"387 - Villa Lugano","Autoservicio"
15-1-389,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Boyaca 37",-34.62628430,-58.45698770,"389 - Flores","Autoservicio"
15-1-39,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,CaÃ±uelas,"Cl Rivadavia 800",-35.05308920,-58.76064110,"39 - CaÃ±uelas","Autoservicio"
15-1-390,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Rivadavia 7370",-34.63062830,-58.46923210,"390 - Flores","Autoservicio"
15-1-391,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  Nazca 1316",-34.61826910,-58.47601600,"391 - Villa Santa Rita","Autoservicio"
15-1-392,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Tte.Gral.Juan Domingo Peron (Balvanera) 2560 2560",-34.60751300,-58.40283880,"392 - Balvanera","Autoservicio"
15-1-393,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cramer 2875",-34.55807780,-58.46699910,"393 - Belgrano","Autoservicio"
15-1-394,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Directorio 134",-34.62731330,-58.42864010,"394 - Caballito","Autoservicio"
15-1-395,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Fitz Roy 2292",-34.57954050,-58.43103920,"395 - Palermo","Autoservicio"
15-1-396,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Gurruchaga 431",-34.59783340,-58.44237300,"396 - Villa Crespo","Autoservicio"
15-1-397,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Dr.Tomas M.De Anchorena 541",-34.60340020,-58.41007880,"397 - Balvanera","Autoservicio"
15-1-398,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Congreso 1802",-34.55234010,-58.45648860,"398 - Belgrano","Autoservicio"
15-1-4,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Caseros 2938",-34.63696050,-58.40455510,"4 - Parque Patricios","Autoservicio"
15-1-40,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Ezeiza,"Cl Guillermo Gaddini 109",-34.89100400,-58.56648500,"40 - Ezeiza","Autoservicio"
15-1-400,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Maipu 512",-34.60217240,-58.37672320,"400 - San Nicolas","Autoservicio"
15-1-401,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Dr. Ricardo Balbin 3650",-34.55564640,-58.48211740,"401 - Saavedra","Autoservicio"
15-1-402,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Juan Francisco Segui 4668",-34.57330480,-58.42206920,"402 - Palermo","Autoservicio"
15-1-403,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  Chiclana 3683",-34.63723150,-58.41577570,"403 - Boedo","Autoservicio"
15-1-404,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Murguiondo 3236",-34.66842300,-58.48685800,"404 - Villa Lugano","Autoservicio"
15-1-405,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  Montes De Oca 1438",-34.64403090,-58.37356300,"405 - Barracas","Autoservicio"
15-1-406,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Monroe 1616",-34.55381670,-58.45230610,"406 - Belgrano","Autoservicio"
15-1-407,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Ciudad De La Paz 1984",-34.56373320,-58.45673050,"407 - Belgrano","Autoservicio"
15-1-408,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Raul Scalabrini Ortiz 1647",-34.59056920,-58.42442990,"408 - Palermo","Autoservicio"
15-1-409,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Jose Bonifacio 1773",-34.62990450,-58.38919210,"409 - Flores","Autoservicio"
15-1-41,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Berisso,"Cl Montevideo 1020",-34.87020730,-57.88087340,"41 - Berisso","Autoservicio"
15-1-410,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Lope De Vega 3472",-34.61196850,-58.52797790,"410 - Villa Devoto","Autoservicio"
15-1-411,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Patron 6273",-34.64676840,-58.51400650,"411 - Liniers","Autoservicio"
15-1-412,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Triunvirato 4933",-34.57275650,-58.48832820,"412 - Villa Urquiza","Autoservicio"
15-1-413,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Monroe 2442",-34.55854040,-58.46030220,"413 - Belgrano","Autoservicio"
15-1-414,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Elcano 3521",-34.57719800,-58.45996510,"414 - Colegiales","Autoservicio"
15-1-415,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Paraguay 788",-34.59766860,-58.37818340,"415 - Retiro","Autoservicio"
15-1-416,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Estado De Israel 4758",-34.60144810,-58.43162530,"416 - Almagro","Autoservicio"
15-1-417,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cabildo 1426",-34.56724380,-58.45021610,"417 - Colegiales","Autoservicio"
15-1-418,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av De Los Incas 4701",-34.58303720,-58.47667600,"418 - Parque Chas","Autoservicio"
15-1-42,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Alvarez Jonte 4471",-34.61780530,-58.50208850,"42 - Monte Castro","Autoservicio"
15-1-420,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  Triunvirato 3217",-34.58369300,-58.46752660,"420 - Villa Ortuzar","Autoservicio"
15-1-421,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Peru 486",-34.61363070,-58.37466250,"421 - Monserrat","Autoservicio"
15-1-422,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Justo Doctor Juan Bautista 7533",-34.62989670,-58.49542240,"422 - Velez Sarsfield","Autoservicio"
15-1-423,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Gorriti Jose Ignacio 4955",-34.58966900,-58.43076110,"423 - Palermo","Autoservicio"
15-1-424,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Cordoba 5799",-34.58612480,-58.44221900,"424 - Palermo","Autoservicio"
15-1-425,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Peron Tte. Gral. Juan Domingo 927",-34.60603060,-58.37969830,"425 - San Nicolas","Autoservicio"
15-1-426,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Pueyrredon 1070",-34.59783600,-58.40369700,"426 - Recoleta","Autoservicio"
15-1-427,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","El Salvador 5675",-34.58255600,-58.43161510,"427 - Palermo","Autoservicio"
15-1-428,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Federico Lacroze 2178",-34.56768000,-58.44282690,"428 - Palermo","Autoservicio"
15-1-429,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Escalada 2341 2341",-34.65942200,-58.47661100,"429 - Villa Lugano","Autoservicio"
15-1-43,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Berisso,"Cl Montevideo 2181",-34.87420820,-57.86783370,"43 - Berisso","Autoservicio"
15-1-430,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Libertador 6144 6144",-34.55308000,-58.48897000,"430 - Belgrano","Autoservicio"
15-1-431,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Corrientes 4938 4938",-34.60096800,-58.43551300,"431 - Villa Crespo","Autoservicio"
15-1-432,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Parana-Entre Rios","Cl Gral. Gervasio Artigas 883",-31.75504700,-60.50904800,"432 - Parana-Entre Rios","Autoservicio"
15-1-433,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Parana-Entre Rios","Av Churruarin 601",-31.74391600,-60.50947700,"433 - Parana-Entre Rios","Autoservicio"
15-1-434,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Parana-Entre Rios","Los Ceibos 798",-31.73423500,-60.54734900,"434 - Parana-Entre Rios","Autoservicio"
15-1-435,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Alvarez Thomas 3210",-34.57164040,-58.48319920,"435 - Villa Urquiza","Autoservicio"
15-1-436,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Rawson 26",-34.61279300,-58.42542000,"436 - Almagro","Autoservicio"
15-1-437,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Santa Fe 4607",-34.57864700,-58.42550700,"437 - Palermo","Autoservicio"
15-1-438,15,1,"Supermercados DIA","DIA Argentina S.A",AR-S,Funes,"Cl Angelome 2066",-32.92092600,-60.81221300,"438 - Funes","Autoservicio"
15-1-439,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av De Mayo 1431",-34.60944100,-58.38660600,"439 - Monserrat","Autoservicio"
15-1-44,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Lomas Del Mirador","Cl Bri.Grl Don J.M.De Rosas 945",-34.66731530,-58.53064220,"44 - Lomas Del Mirador","Autoservicio"
15-1-440,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Corrientes 3853",-34.60335700,-58.41882500,"440 - Almagro","Autoservicio"
15-1-441,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,Rauch,"Coronel Suarez 150",-36.77724800,-59.08836900,"441 - Rauch","Autoservicio"
15-1-442,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,Viale,"Sarmiento 0",-31.87049500,-60.00821100,"442 - Viale","Autoservicio"
15-1-443,15,1,"Supermercados DIA","DIA Argentina S.A",AR-E,"Parana-Entre Rios","Tte. Miguel Gimenez 2553",-31.76374200,-60.41296300,"443 - Parana-Entre Rios","Autoservicio"
15-1-444,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Federico Lacroze 3642",-34.58202300,-58.45188800,"444 - Chacarita","Autoservicio"
15-1-445,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Elcano 3049",-34.57122540,-58.45862160,"445 - Colegiales","Autoservicio"
15-1-446,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Otamendi 443",-34.61172420,-58.43327660,"446 - Caballito","Autoservicio"
15-1-447,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av  Directorio 5024",-34.65105310,-58.49115220,"447 - Mataderos","Autoservicio"
15-1-448,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av La Plata 1570",-34.65105310,-58.49115220,"448 - Boedo","Autoservicio"
15-1-449,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Juramento 2445",-34.56235590,-58.45731050,"449 - Belgrano","Autoservicio"
15-1-45,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Cl Lisandro De La Torre 1151",-34.65087900,-58.51531280,"45 - Liniers","Autoservicio"
15-1-450,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Gral. Las Heras 2421",-34.58639310,-58.39829030,"450 - Recoleta","Autoservicio"
15-1-451,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Soldado De La Independencia 1236",-34.56435680,-58.43993890,"451 - Palermo","Autoservicio"
15-1-452,15,1,"Supermercados DIA","DIA Argentina S.A",AR-B,"Coronel Vidal","Av Avellaneda 110",-37.44913500,-57.72747000,"452 - Coronel Vidal","Autoservicio"
15-1-453,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Humboldt 1574",-34.58547100,-58.43660100,"453 - Palermo","Autoservicio"
15-1-454,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Sarmiento 814",-34.60479580,-58.37831330,"454 - San Nicolas","Autoservicio"
15-1-455,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Junin 638",-34.60167610,-58.39710540,"455 - Balvanera","Autoservicio"
15-1-456,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Juan B. Alberdi 4459",-34.64164610,-58.48875710,"456 - Villa Luro","Autoservicio"
15-1-457,15,1,"Supermercados DIA","DIA Argentina S.A",AR-C,"Capital Federal","Av Directorio 5640",-34.65508380,-58.49597970,"457 - Mataderos","Autoservicio"
